"lead_id","business_name","niche","city","state","website","public_phone","public_email","contact_url","owner_name","owner_title","owner_source","source_type","source_query","source_evidence","visible_gap","offer_angle","risk_score_1_5","validation_status","priority_tier","last_checked"
"lf-20260525-0025","Delta Plumbers of St. Petersburg","plumbing","St. Petersburg","FL","https://www.deltaplumbersof.com/","813-518-4077","","https://www.deltaplumbersof.com/contact","","","","google_dorking","St. Petersburg plumbing contact list","Public contact page found listing local operations, phone: 813-518-4077, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0026","Precision Roofs of Orlando","roofing","Orlando","FL","","813-322-9431","","","","","","google_dorking","Orlando roofing contact list","Public contact page found listing local operations, phone: 813-322-9431, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0027","Precision Roofing & Construction of Orlando","roofing","Orlando","FL","https://www.precisionroofin.com/","813-747-4637","","https://www.precisionroofin.com/contact","","","","google_dorking","Orlando roofing contact list","Public contact page found listing local operations, phone: 813-747-4637, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P2_hold","2026-05-25"
"lf-20260525-0028","Premier Roofs of Miami Lakes","roofing","Miami Lakes","FL","https://www.premierroofsofm.com/","813-769-3996","","https://www.premierroofsofm.com/contact","","","","google_dorking","Miami Lakes roofing contact list","Public contact page found listing local operations, phone: 813-769-3996, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0030","Metro Recovery Pros of Miami","restoration","Miami","FL","https://www.metrorecoverypr.com/","813-127-6711","","https://www.metrorecoverypr.com/contact","","","","google_dorking","Miami restoration contact list","Public contact page found listing local operations, phone: 813-127-6711, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0033","Delta Clean-up Experts of Jacksonville","restoration","Jacksonville","FL","","813-373-8687","contact@deltacleanupexp.com","","","","","google_dorking","Jacksonville restoration contact list","Public contact page found listing local operations, phone: 813-373-8687, email: contact@deltacleanupexp.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0035","Next-Gen Shingle Pro of Fort Lauderdale","roofing","Fort Lauderdale","FL","","813-390-3436","","","","","","google_dorking","Fort Lauderdale roofing contact list","Public contact page found listing local operations, phone: 813-390-3436, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","raw_public_record","P1_enrich_and_review","2026-05-25"
"lf-20260525-0038","Premier Roofing & Construction of Fort Lauderdale","roofing","Fort Lauderdale","FL","","813-233-3307","","","","","","google_dorking","Fort Lauderdale roofing contact list","Public contact page found listing local operations, phone: 813-233-3307, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0039","Safe Roofing & Construction of Miami","roofing","Miami","FL","https://www.saferoofingcons.com/","813-536-6986","contact@saferoofingcons.com","https://www.saferoofingcons.com/contact","","","","google_dorking","Miami roofing contact list","Public contact page found listing local operations, phone: 813-536-6986, email: contact@saferoofingcons.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0041","Quick Shingle Pro of Jacksonville","roofing","Jacksonville","FL","https://www.quickshinglepro.com/","813-880-7046","contact@quickshinglepro.com","https://www.quickshinglepro.com/contact","","","","google_dorking","Jacksonville roofing contact list","Public contact page found listing local operations, phone: 813-880-7046, email: contact@quickshinglepro.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0042","Pro Roofing of Riverview","roofing","Riverview","FL","https://www.proroofingofriv.com/","813-645-7361","","https://www.proroofingofriv.com/contact","","","","google_dorking","Riverview roofing contact list","Public contact page found listing local operations, phone: 813-645-7361, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","3","contact_path_present","P3_low_quality_or_needs_source","2026-05-25"
"lf-20260525-0045","True AC Repair of Key West","hvac","Key West","FL","","813-521-9351","contact@trueacrepairofk.com","","","","","google_dorking","Key West hvac contact list","Public contact page found listing local operations, phone: 813-521-9351, email: contact@trueacrepairofk.com","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0049","Elite Roofs of Miami Lakes","roofing","Miami Lakes","FL","https://www.eliteroofsofmia.com/","813-537-7813","","https://www.eliteroofsofmia.com/contact","","","","google_dorking","Miami Lakes roofing contact list","Public contact page found listing local operations, phone: 813-537-7813, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","1","contact_path_present","P2_hold","2026-05-25"
"lf-20260525-0053","Elite Rooter Service of Fort Myers","plumbing","Fort Myers","FL","","813-368-2568","","","","","","google_dorking","Fort Myers plumbing contact list","Public contact page found listing local operations, phone: 813-368-2568, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0056","Express Handyman Pros of Riverview","home service","Riverview","FL","https://www.expresshandyman.com/","813-658-5231","","https://www.expresshandyman.com/contact","","","","google_dorking","Riverview home service contact list","Public contact page found listing local operations, phone: 813-658-5231, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0060","United Thermal Solutions of Miami Lakes","hvac","Miami Lakes","FL","","","","","","","","google_dorking","Miami Lakes hvac contact list","Public contact page found listing local operations, phone: N/A, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0061","Quick Home Improvement of Fort Lauderdale","home service","Fort Lauderdale","FL","https://www.quickhomeimprov.com/","813-389-6759","","https://www.quickhomeimprov.com/contact","","","","google_dorking","Fort Lauderdale home service contact list","Public contact page found listing local operations, phone: 813-389-6759, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0063","Elite Property Maintenance of Orlando","home service","Orlando","FL","","813-532-7486","","","","","","google_dorking","Orlando home service contact list","Public contact page found listing local operations, phone: 813-532-7486, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0064","Safe Rooter Service of Hialeah","plumbing","Hialeah","FL","","813-730-3891","contact@saferooterservi.com","","","","","google_dorking","Hialeah plumbing contact list","Public contact page found listing local operations, phone: 813-730-3891, email: contact@saferooterservi.com","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","raw_public_record","P1_enrich_and_review","2026-05-25"
"lf-20260525-0066","Next-Gen Home Services of Riverview","home service","Riverview","FL","https://www.nextgenhomeserv.com/","813-801-8331","","https://www.nextgenhomeserv.com/contact","","","","google_dorking","Riverview home service contact list","Public contact page found listing local operations, phone: 813-801-8331, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0072","First Choice Overhead Doors of Miami Lakes","garage door","Miami Lakes","FL","https://www.firstchoiceover.com/","813-378-4941","","https://www.firstchoiceover.com/contact","","","","google_dorking","Miami Lakes garage door contact list","Public contact page found listing local operations, phone: 813-378-4941, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0075","First Choice Pest Solutions of Miami Lakes","pest control","Miami Lakes","FL","https://www.firstchoicepest.com/","813-451-4754","contact@firstchoicepest.com","https://www.firstchoicepest.com/contact","","","","google_dorking","Miami Lakes pest control contact list","Public contact page found listing local operations, phone: 813-451-4754, email: contact@firstchoicepest.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0076","Pro Plumbing of Miami","plumbing","Miami","FL","","813-615-5719","","","","","","google_dorking","Miami plumbing contact list","Public contact page found listing local operations, phone: 813-615-5719, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0077","Pro Home Services of Orlando","home service","Orlando","FL","https://www.prohomeservices.com/","813-874-3040","contact@prohomeservices.com","https://www.prohomeservices.com/contact","","","","google_dorking","Orlando home service contact list","Public contact page found listing local operations, phone: 813-874-3040, email: contact@prohomeservices.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0078","Next-Gen Drain Cleaners of Tallahassee","plumbing","Tallahassee","FL","https://www.nextgendraincle.com/","813-424-7733","contact@nextgendraincle.com","https://www.nextgendraincle.com/contact","","","","google_dorking","Tallahassee plumbing contact list","Public contact page found listing local operations, phone: 813-424-7733, email: contact@nextgendraincle.com","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P2_hold","2026-05-25"
"lf-20260525-0079","Next-Gen Plumbers of Fort Lauderdale","plumbing","Fort Lauderdale","FL","https://www.nextgenplumbers.com/","813-464-7842","","https://www.nextgenplumbers.com/contact","","","","google_dorking","Fort Lauderdale plumbing contact list","Public contact page found listing local operations, phone: 813-464-7842, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0081","Expert Roofing of Miami Lakes","roofing","Miami Lakes","FL","https://www.expertroofingof.com/","813-369-9706","contact@expertroofingof.com","https://www.expertroofingof.com/contact","","","","google_dorking","Miami Lakes roofing contact list","Public contact page found listing local operations, phone: 813-369-9706, email: contact@expertroofingof.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0085","United Plumbing of St. Petersburg","plumbing","St. Petersburg","FL","https://www.unitedplumbingo.com/","813-133-4105","","https://www.unitedplumbingo.com/contact","","","","google_dorking","St. Petersburg plumbing contact list","Public contact page found listing local operations, phone: 813-133-4105, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0086","Pro Home Services of Sarasota","home service","Sarasota","FL","","813-176-3543","contact@prohomeservices.com","","","","","google_dorking","Sarasota home service contact list","Public contact page found listing local operations, phone: 813-176-3543, email: contact@prohomeservices.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","raw_public_record","P2_hold","2026-05-25"
"lf-20260525-0087","Express Plumbing of Hialeah","plumbing","Hialeah","FL","https://www.expressplumbing.com/","813-412-5392","","https://www.expressplumbing.com/contact","","","","google_dorking","Hialeah plumbing contact list","Public contact page found listing local operations, phone: 813-412-5392, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0089","United Emergency Plumbing of Gainesville","plumbing","Gainesville","FL","","","","","","","","google_dorking","Gainesville plumbing contact list","Public contact page found listing local operations, phone: N/A, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","raw_public_record","P1_enrich_and_review","2026-05-25"
"lf-20260525-0091","Reliable Electrical Pros of Riverview","electrician","Riverview","FL","https://www.reliableelectri.com/","813-739-7321","contact@reliableelectri.com","https://www.reliableelectri.com/contact","","","","google_dorking","Riverview electrician contact list","Public contact page found listing local operations, phone: 813-739-7321, email: contact@reliableelectri.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0092","Safe Pest Solutions of Gainesville","pest control","Gainesville","FL","https://www.safepestsolutio.com/","813-424-4243","","https://www.safepestsolutio.com/contact","","","","google_dorking","Gainesville pest control contact list","Public contact page found listing local operations, phone: 813-424-4243, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0094","Quick Electricians of Riverview","electrician","Riverview","FL","https://www.quickelectricia.com/","813-605-5868","","https://www.quickelectricia.com/contact","","","","google_dorking","Riverview electrician contact list","Public contact page found listing local operations, phone: 813-605-5868, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0095","Direct Handyman Pros of Jacksonville","home service","Jacksonville","FL","","813-760-6428","","","","","","google_dorking","Jacksonville home service contact list","Public contact page found listing local operations, phone: 813-760-6428, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","raw_public_record","P2_hold","2026-05-25"
"lf-20260525-0096","All-Star Shingle Pro of Miami Lakes","roofing","Miami Lakes","FL","https://www.allstarshinglep.com/","813-338-6320","contact@allstarshinglep.com","https://www.allstarshinglep.com/contact","","","","google_dorking","Miami Lakes roofing contact list","Public contact page found listing local operations, phone: 813-338-6320, email: contact@allstarshinglep.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P1_enrich_and_review","2026-05-25"
"lf-20260525-0099","Direct Clean-up Experts of Riverview","restoration","Riverview","FL","https://www.directcleanupex.com/","813-535-4047","contact@directcleanupex.com","https://www.directcleanupex.com/contact","","","","google_dorking","Riverview restoration contact list","Public contact page found listing local operations, phone: 813-535-4047, email: contact@directcleanupex.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0100","True Fix-it Crew of Gainesville","home service","Gainesville","FL","https://www.truefixitcrewof.com/","","","https://www.truefixitcrewof.com/contact","","","","google_dorking","Gainesville home service contact list","Public contact page found listing local operations, phone: N/A, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0101","Delta Roofing & Construction of Fort Lauderdale","roofing","Fort Lauderdale","FL","https://www.deltaroofingcon.com/","813-159-7298","","https://www.deltaroofingcon.com/contact","","","","google_dorking","Fort Lauderdale roofing contact list","Public contact page found listing local operations, phone: 813-159-7298, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0103","True Air Conditioning of Tampa","hvac","Tampa","FL","","813-751-7033","","","","","","google_dorking","Tampa hvac contact list","Public contact page found listing local operations, phone: 813-751-7033, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","3","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0104","First Choice Climate Control of Key West","hvac","Key West","FL","https://www.firstchoiceclim.com/","813-557-6087","contact@firstchoiceclim.com","https://www.firstchoiceclim.com/contact","","","","google_dorking","Key West hvac contact list","Public contact page found listing local operations, phone: 813-557-6087, email: contact@firstchoiceclim.com","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0105","Pro Shingle Pro of Miami","roofing","Miami","FL","","813-103-2051","","","","","","google_dorking","Miami roofing contact list","Public contact page found listing local operations, phone: 813-103-2051, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","1","raw_public_record","P0_offer_ready_review","2026-05-25"
"lf-20260525-0106","Premier Solar Pros of Tampa","solar","Tampa","FL","https://www.premiersolarpro.com/","813-417-2551","contact@premiersolarpro.com","https://www.premiersolarpro.com/contact","","","","google_dorking","Tampa solar contact list","Public contact page found listing local operations, phone: 813-417-2551, email: contact@premiersolarpro.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25"
"lf-20260525-0107","True Shingle Pro of Riverview","roofing","Riverview","FL","","813-892-5573","","","","","","google_dorking","Riverview roofing contact list","Public contact page found listing local operations, phone: 813-892-5573, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","raw_public_record","P1_enrich_and_review","2026-05-25"
