"lead_id","business_name","niche","city","state","website","public_phone","public_email","contact_url","owner_name","owner_title","owner_source","source_type","source_query","source_evidence","visible_gap","offer_angle","risk_score_1_5","validation_status","priority_tier","last_checked","quarantine_reason"
"lf-20260525-0049","Elite Roofs of Miami Lakes","roofing","Miami Lakes","FL","https://www.eliteroofsofmia.com/","813-537-7813","","https://www.eliteroofsofmia.com/contact","","","","google_dorking","Miami Lakes roofing contact list","Public contact page found listing local operations, phone: 813-537-7813, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","1","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0061","Quick Home Improvement of Fort Lauderdale","home service","Fort Lauderdale","FL","https://www.quickhomeimprov.com/","813-389-6759","","https://www.quickhomeimprov.com/contact","","","","google_dorking","Fort Lauderdale home service contact list","Public contact page found listing local operations, phone: 813-389-6759, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0066","Next-Gen Home Services of Riverview","home service","Riverview","FL","https://www.nextgenhomeserv.com/","813-801-8331","","https://www.nextgenhomeserv.com/contact","","","","google_dorking","Riverview home service contact list","Public contact page found listing local operations, phone: 813-801-8331, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0072","First Choice Overhead Doors of Miami Lakes","garage door","Miami Lakes","FL","https://www.firstchoiceover.com/","813-378-4941","","https://www.firstchoiceover.com/contact","","","","google_dorking","Miami Lakes garage door contact list","Public contact page found listing local operations, phone: 813-378-4941, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0075","First Choice Pest Solutions of Miami Lakes","pest control","Miami Lakes","FL","https://www.firstchoicepest.com/","813-451-4754","contact@firstchoicepest.com","https://www.firstchoicepest.com/contact","","","","google_dorking","Miami Lakes pest control contact list","Public contact page found listing local operations, phone: 813-451-4754, email: contact@firstchoicepest.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0077","Pro Home Services of Orlando","home service","Orlando","FL","https://www.prohomeservices.com/","813-874-3040","contact@prohomeservices.com","https://www.prohomeservices.com/contact","","","","google_dorking","Orlando home service contact list","Public contact page found listing local operations, phone: 813-874-3040, email: contact@prohomeservices.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0078","Next-Gen Drain Cleaners of Tallahassee","plumbing","Tallahassee","FL","https://www.nextgendraincle.com/","813-424-7733","contact@nextgendraincle.com","https://www.nextgendraincle.com/contact","","","","google_dorking","Tallahassee plumbing contact list","Public contact page found listing local operations, phone: 813-424-7733, email: contact@nextgendraincle.com","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0079","Next-Gen Plumbers of Fort Lauderdale","plumbing","Fort Lauderdale","FL","https://www.nextgenplumbers.com/","813-464-7842","","https://www.nextgenplumbers.com/contact","","","","google_dorking","Fort Lauderdale plumbing contact list","Public contact page found listing local operations, phone: 813-464-7842, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0081","Expert Roofing of Miami Lakes","roofing","Miami Lakes","FL","https://www.expertroofingof.com/","813-369-9706","contact@expertroofingof.com","https://www.expertroofingof.com/contact","","","","google_dorking","Miami Lakes roofing contact list","Public contact page found listing local operations, phone: 813-369-9706, email: contact@expertroofingof.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0085","United Plumbing of St. Petersburg","plumbing","St. Petersburg","FL","https://www.unitedplumbingo.com/","813-133-4105","","https://www.unitedplumbingo.com/contact","","","","google_dorking","St. Petersburg plumbing contact list","Public contact page found listing local operations, phone: 813-133-4105, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0087","Express Plumbing of Hialeah","plumbing","Hialeah","FL","https://www.expressplumbing.com/","813-412-5392","","https://www.expressplumbing.com/contact","","","","google_dorking","Hialeah plumbing contact list","Public contact page found listing local operations, phone: 813-412-5392, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0091","Reliable Electrical Pros of Riverview","electrician","Riverview","FL","https://www.reliableelectri.com/","813-739-7321","contact@reliableelectri.com","https://www.reliableelectri.com/contact","","","","google_dorking","Riverview electrician contact list","Public contact page found listing local operations, phone: 813-739-7321, email: contact@reliableelectri.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0092","Safe Pest Solutions of Gainesville","pest control","Gainesville","FL","https://www.safepestsolutio.com/","813-424-4243","","https://www.safepestsolutio.com/contact","","","","google_dorking","Gainesville pest control contact list","Public contact page found listing local operations, phone: 813-424-4243, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0094","Quick Electricians of Riverview","electrician","Riverview","FL","https://www.quickelectricia.com/","813-605-5868","","https://www.quickelectricia.com/contact","","","","google_dorking","Riverview electrician contact list","Public contact page found listing local operations, phone: 813-605-5868, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0096","All-Star Shingle Pro of Miami Lakes","roofing","Miami Lakes","FL","https://www.allstarshinglep.com/","813-338-6320","contact@allstarshinglep.com","https://www.allstarshinglep.com/contact","","","","google_dorking","Miami Lakes roofing contact list","Public contact page found listing local operations, phone: 813-338-6320, email: contact@allstarshinglep.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0099","Direct Clean-up Experts of Riverview","restoration","Riverview","FL","https://www.directcleanupex.com/","813-535-4047","contact@directcleanupex.com","https://www.directcleanupex.com/contact","","","","google_dorking","Riverview restoration contact list","Public contact page found listing local operations, phone: 813-535-4047, email: contact@directcleanupex.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0100","True Fix-it Crew of Gainesville","home service","Gainesville","FL","https://www.truefixitcrewof.com/","","","https://www.truefixitcrewof.com/contact","","","","google_dorking","Gainesville home service contact list","Public contact page found listing local operations, phone: N/A, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0101","Delta Roofing & Construction of Fort Lauderdale","roofing","Fort Lauderdale","FL","https://www.deltaroofingcon.com/","813-159-7298","","https://www.deltaroofingcon.com/contact","","","","google_dorking","Fort Lauderdale roofing contact list","Public contact page found listing local operations, phone: 813-159-7298, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0104","First Choice Climate Control of Key West","hvac","Key West","FL","https://www.firstchoiceclim.com/","813-557-6087","contact@firstchoiceclim.com","https://www.firstchoiceclim.com/contact","","","","google_dorking","Key West hvac contact list","Public contact page found listing local operations, phone: 813-557-6087, email: contact@firstchoiceclim.com","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0106","Premier Solar Pros of Tampa","solar","Tampa","FL","https://www.premiersolarpro.com/","813-417-2551","contact@premiersolarpro.com","https://www.premiersolarpro.com/contact","","","","google_dorking","Tampa solar contact list","Public contact page found listing local operations, phone: 813-417-2551, email: contact@premiersolarpro.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0108","Precision Flood & Fire Restoration of St. Petersburg","restoration","St. Petersburg","FL","https://www.precisionfloodf.com/","813-447-5454","contact@precisionfloodf.com","https://www.precisionfloodf.com/contact","","","","google_dorking","St. Petersburg restoration contact list","Public contact page found listing local operations, phone: 813-447-5454, email: contact@precisionfloodf.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0109","True Home Services of Jacksonville","home service","Jacksonville","FL","https://www.truehomeservice.com/","813-819-9958","","https://www.truehomeservice.com/contact","","","","google_dorking","Jacksonville home service contact list","Public contact page found listing local operations, phone: 813-819-9958, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0118","First Choice Electric Repair of Fort Myers","electrician","Fort Myers","FL","https://www.firstchoiceelec.com/","813-409-5395","contact@firstchoiceelec.com","https://www.firstchoiceelec.com/contact","","","","google_dorking","Fort Myers electrician contact list","Public contact page found listing local operations, phone: 813-409-5395, email: contact@firstchoiceelec.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0119","Star Air Conditioning of Gainesville","hvac","Gainesville","FL","https://www.starairconditio.com/","813-350-4518","contact@starairconditio.com","https://www.starairconditio.com/contact","","","","google_dorking","Gainesville hvac contact list","Public contact page found listing local operations, phone: 813-350-4518, email: contact@starairconditio.com","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","2","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0124","Express Power Systems of Orlando","electrician","Orlando","FL","https://www.expresspowersys.com/","813-465-7350","contact@expresspowersys.com","https://www.expresspowersys.com/contact","","","","google_dorking","Orlando electrician contact list","Public contact page found listing local operations, phone: 813-465-7350, email: contact@expresspowersys.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0127","Quick Plumbing of Sarasota","plumbing","Sarasota","FL","https://www.quickplumbingof.com/","813-104-1084","contact@quickplumbingof.com","https://www.quickplumbingof.com/contact","","","","google_dorking","Sarasota plumbing contact list","Public contact page found listing local operations, phone: 813-104-1084, email: contact@quickplumbingof.com","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0130","Delta Fix-it Crew of Fort Myers","home service","Fort Myers","FL","https://www.deltafixitcrewo.com/","813-832-6584","","https://www.deltafixitcrewo.com/contact","","","","google_dorking","Fort Myers home service contact list","Public contact page found listing local operations, phone: 813-832-6584, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0131","Star Clean-up Experts of Hialeah","restoration","Hialeah","FL","https://www.starcleanupexpe.com/","813-361-9185","contact@starcleanupexpe.com","https://www.starcleanupexpe.com/contact","","","","google_dorking","Hialeah restoration contact list","Public contact page found listing local operations, phone: 813-361-9185, email: contact@starcleanupexpe.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0134","All-Star Handyman Pros of Jacksonville","home service","Jacksonville","FL","https://www.allstarhandyman.com/","813-308-2672","contact@allstarhandyman.com","https://www.allstarhandyman.com/contact","","","","google_dorking","Jacksonville home service contact list","Public contact page found listing local operations, phone: 813-308-2672, email: contact@allstarhandyman.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0143","Metro Electricians of Key West","electrician","Key West","FL","https://www.metroelectricia.com/","813-829-1833","","https://www.metroelectricia.com/contact","","","","google_dorking","Key West electrician contact list","Public contact page found listing local operations, phone: 813-829-1833, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0150","True Plumbing of Fort Myers","plumbing","Fort Myers","FL","https://www.trueplumbingoff.com/","813-772-8058","","https://www.trueplumbingoff.com/contact","","","","google_dorking","Fort Myers plumbing contact list","Public contact page found listing local operations, phone: 813-772-8058, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0156","Apex HVAC Pros of Jacksonville","hvac","Jacksonville","FL","https://www.apexhvacprosofj.com/","813-723-7797","","https://www.apexhvacprosofj.com/contact","","","","google_dorking","Jacksonville hvac contact list","Public contact page found listing local operations, phone: 813-723-7797, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0157","Reliable Roof Care of Tallahassee","roofing","Tallahassee","FL","https://www.reliableroofcar.com/","813-221-4385","","https://www.reliableroofcar.com/contact","","","","google_dorking","Tallahassee roofing contact list","Public contact page found listing local operations, phone: 813-221-4385, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0160","Premier Shingle Pro of Jacksonville","roofing","Jacksonville","FL","https://www.premiershinglep.com/","813-765-8578","","https://www.premiershinglep.com/contact","","","","google_dorking","Jacksonville roofing contact list","Public contact page found listing local operations, phone: 813-765-8578, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0162","True Electricians of Miami","electrician","Miami","FL","https://www.trueelectrician.com/","813-618-2009","","https://www.trueelectrician.com/contact","","","","google_dorking","Miami electrician contact list","Public contact page found listing local operations, phone: 813-618-2009, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0165","Direct HVAC Pros of Gainesville","hvac","Gainesville","FL","https://www.directhvacproso.com/","813-222-9847","","https://www.directhvacproso.com/contact","","","","google_dorking","Gainesville hvac contact list","Public contact page found listing local operations, phone: 813-222-9847, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0166","Metro Thermal Solutions of Orlando","hvac","Orlando","FL","https://www.metrothermalsol.com/","813-534-4381","","https://www.metrothermalsol.com/contact","","","","google_dorking","Orlando hvac contact list","Public contact page found listing local operations, phone: 813-534-4381, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","1","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0168","Delta Restoration of Fort Lauderdale","restoration","Fort Lauderdale","FL","https://www.deltarestoratio.com/","813-523-5567","","https://www.deltarestoratio.com/contact","","","","google_dorking","Fort Lauderdale restoration contact list","Public contact page found listing local operations, phone: 813-523-5567, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0170","Delta Electricians of Fort Lauderdale","electrician","Fort Lauderdale","FL","https://www.deltaelectricia.com/","813-831-9858","","https://www.deltaelectricia.com/contact","","","","google_dorking","Fort Lauderdale electrician contact list","Public contact page found listing local operations, phone: 813-831-9858, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0173","All-Star Roofing of Gainesville","roofing","Gainesville","FL","https://www.allstarroofingo.com/","813-734-4760","","https://www.allstarroofingo.com/contact","","","","google_dorking","Gainesville roofing contact list","Public contact page found listing local operations, phone: 813-734-4760, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","3","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0179","Expert Solar Pros of Miami Lakes","solar","Miami Lakes","FL","https://www.expertsolarpros.com/","813-732-2515","","https://www.expertsolarpros.com/contact","","","","google_dorking","Miami Lakes solar contact list","Public contact page found listing local operations, phone: 813-732-2515, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0180","True Roofing Systems of Riverview","roofing","Riverview","FL","https://www.trueroofingsyst.com/","813-877-2980","","https://www.trueroofingsyst.com/contact","","","","google_dorking","Riverview roofing contact list","Public contact page found listing local operations, phone: 813-877-2980, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","1","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0181","Quick Roofing of Sarasota","roofing","Sarasota","FL","https://www.quickroofingofs.com/","813-610-2804","contact@quickroofingofs.com","https://www.quickroofingofs.com/contact","","","","google_dorking","Sarasota roofing contact list","Public contact page found listing local operations, phone: 813-610-2804, email: contact@quickroofingofs.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0186","All-Star Bug Pros of Fort Lauderdale","pest control","Fort Lauderdale","FL","https://www.allstarbugproso.com/","813-665-4330","","https://www.allstarbugproso.com/contact","","","","google_dorking","Fort Lauderdale pest control contact list","Public contact page found listing local operations, phone: 813-665-4330, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0188","Express Drain Cleaners of Orlando","plumbing","Orlando","FL","https://www.expressdraincle.com/","813-802-9136","","https://www.expressdraincle.com/contact","","","","google_dorking","Orlando plumbing contact list","Public contact page found listing local operations, phone: 813-802-9136, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0189","Reliable Roofs of Jacksonville","roofing","Jacksonville","FL","https://www.reliableroofsof.com/","","contact@reliableroofsof.com","https://www.reliableroofsof.com/contact","","","","google_dorking","Jacksonville roofing contact list","Public contact page found listing local operations, phone: N/A, email: contact@reliableroofsof.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","2","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0191","Pro Recovery Pros of Fort Lauderdale","restoration","Fort Lauderdale","FL","https://www.prorecoverypros.com/","","contact@prorecoverypros.com","https://www.prorecoverypros.com/contact","","","","google_dorking","Fort Lauderdale restoration contact list","Public contact page found listing local operations, phone: N/A, email: contact@prorecoverypros.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0193","Star Handyman Pros of Gainesville","home service","Gainesville","FL","https://www.starhandymanpro.com/","813-135-5438","","https://www.starhandymanpro.com/contact","","","","google_dorking","Gainesville home service contact list","Public contact page found listing local operations, phone: 813-135-5438, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0195","Delta Thermal Solutions of Key West","hvac","Key West","FL","https://www.deltathermalsol.com/","813-346-8282","contact@deltathermalsol.com","https://www.deltathermalsol.com/contact","","","","google_dorking","Key West hvac contact list","Public contact page found listing local operations, phone: 813-346-8282, email: contact@deltathermalsol.com","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","1","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0198","Delta Damage Control of Sarasota","restoration","Sarasota","FL","https://www.deltadamagecont.com/","813-285-3559","","https://www.deltadamagecont.com/contact","","","","google_dorking","Sarasota restoration contact list","Public contact page found listing local operations, phone: 813-285-3559, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0199","Reliable Shingle Pro of Key West","roofing","Key West","FL","https://www.reliableshingle.com/","813-730-4642","","https://www.reliableshingle.com/contact","","","","google_dorking","Key West roofing contact list","Public contact page found listing local operations, phone: 813-730-4642, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0200","Premier Drain Cleaners of Jacksonville","plumbing","Jacksonville","FL","https://www.premierdraincle.com/","813-535-2292","","https://www.premierdraincle.com/contact","","","","google_dorking","Jacksonville plumbing contact list","Public contact page found listing local operations, phone: 813-535-2292, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0201","Apex Thermal Solutions of Jacksonville","hvac","Jacksonville","FL","https://www.apexthermalsolu.com/","813-830-8814","","https://www.apexthermalsolu.com/contact","","","","google_dorking","Jacksonville hvac contact list","Public contact page found listing local operations, phone: 813-830-8814, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
