"lead_id","business_name","niche","city","state","website","public_phone","public_email","contact_url","owner_name","owner_title","owner_source","source_type","source_query","source_evidence","visible_gap","offer_angle","risk_score_1_5","validation_status","priority_tier","last_checked","quarantine_reason"
"lf-20260525-0176","All-Star Electrical Pros of Key West","electrician","Key West","FL","https://www.allstarelectric.com/","813-157-2337","contact@allstarelectric.com","https://www.allstarelectric.com/contact","","","","google_dorking","Key West electrician contact list","Public contact page found listing local operations, phone: 813-157-2337, email: contact@allstarelectric.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0192","Quick Drain Cleaners of Fort Lauderdale","plumbing","Fort Lauderdale","FL","https://www.quickdrainclean.com/","813-299-5996","contact@quickdrainclean.com","https://www.quickdrainclean.com/contact","","","","google_dorking","Fort Lauderdale plumbing contact list","Public contact page found listing local operations, phone: 813-299-5996, email: contact@quickdrainclean.com","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0197","Precision Home Improvement of Jacksonville","home service","Jacksonville","FL","https://www.precisionhomeim.com/","813-391-9276","","https://www.precisionhomeim.com/contact","","","","google_dorking","Jacksonville home service contact list","Public contact page found listing local operations, phone: 813-391-9276, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0204","First Choice Home Improvement of Hialeah","home service","Hialeah","FL","https://www.firstchoicehome.com/","813-876-8670","","https://www.firstchoicehome.com/contact","","","","google_dorking","Hialeah home service contact list","Public contact page found listing local operations, phone: 813-876-8670, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0215","Choice Roofing of Miami","roofing","Miami","FL","https://www.choiceroofingof.com/","","contact@choiceroofingof.com","https://www.choiceroofingof.com/contact","","","","google_dorking","Miami roofing contact list","Public contact page found listing local operations, phone: N/A, email: contact@choiceroofingof.com","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0226","United Roofing Systems of Miami","roofing","Miami","FL","https://www.unitedroofingsy.com/","813-659-2142","","https://www.unitedroofingsy.com/contact","","","","google_dorking","Miami roofing contact list","Public contact page found listing local operations, phone: 813-659-2142, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0228","Premier Home Improvement of Miami Lakes","home service","Miami Lakes","FL","https://www.premierhomeimpr.com/","813-579-7347","","https://www.premierhomeimpr.com/contact","","","","google_dorking","Miami Lakes home service contact list","Public contact page found listing local operations, phone: 813-579-7347, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0246","Delta Air Conditioning of West Palm Beach","hvac","West Palm Beach","FL","https://www.deltaairconditi.com/","813-392-8031","","https://www.deltaairconditi.com/contact","","","","google_dorking","West Palm Beach hvac contact list","Public contact page found listing local operations, phone: 813-392-8031, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0252","Quick Property Maintenance of Hialeah","home service","Hialeah","FL","https://www.quickpropertyma.com/","813-649-7665","","https://www.quickpropertyma.com/contact","","","","google_dorking","Hialeah home service contact list","Public contact page found listing local operations, phone: 813-649-7665, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0260","Delta Home Services of West Palm Beach","home service","West Palm Beach","FL","https://www.deltahomeservic.com/","813-677-5059","","https://www.deltahomeservic.com/contact","","","","google_dorking","West Palm Beach home service contact list","Public contact page found listing local operations, phone: 813-677-5059, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P3_low_quality_or_needs_source","2026-05-25","master_contamination_audit"
"lf-20260525-0270","Premier Overhead Doors of Orlando","garage door","Orlando","FL","https://www.premieroverhead.com/","813-405-8686","","https://www.premieroverhead.com/contact","","","","google_dorking","Orlando garage door contact list","Public contact page found listing local operations, phone: 813-405-8686, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0276","Delta Home Services of Key West","home service","Key West","FL","https://www.deltahomeservic.com/","813-872-9557","contact@deltahomeservic.com","https://www.deltahomeservic.com/contact","","","","google_dorking","Key West home service contact list","Public contact page found listing local operations, phone: 813-872-9557, email: contact@deltahomeservic.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0279","Express Property Maintenance of Key West","home service","Key West","FL","https://www.expressproperty.com/","813-153-2141","","https://www.expressproperty.com/contact","","","","google_dorking","Key West home service contact list","Public contact page found listing local operations, phone: 813-153-2141, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0283","Choice Roofing of Tallahassee","roofing","Tallahassee","FL","https://www.choiceroofingof.com/","813-603-6049","","https://www.choiceroofingof.com/contact","","","","google_dorking","Tallahassee roofing contact list","Public contact page found listing local operations, phone: 813-603-6049, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","1","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0285","First Choice Roofs of Key West","roofing","Key West","FL","https://www.firstchoiceroof.com/","813-889-9922","","https://www.firstchoiceroof.com/contact","","","","google_dorking","Key West roofing contact list","Public contact page found listing local operations, phone: 813-889-9922, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","3","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0286","Precision Pest Solutions of Orlando","pest control","Orlando","FL","https://www.precisionpestso.com/","813-598-5862","contact@precisionpestso.com","https://www.precisionpestso.com/contact","","","","google_dorking","Orlando pest control contact list","Public contact page found listing local operations, phone: 813-598-5862, email: contact@precisionpestso.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0314","United Handyman Pros of St. Petersburg","home service","St. Petersburg","FL","https://www.unitedhandymanp.com/","813-603-2329","","https://www.unitedhandymanp.com/contact","","","","google_dorking","St. Petersburg home service contact list","Public contact page found listing local operations, phone: 813-603-2329, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0324","First Choice Wire Masters of Fort Myers","electrician","Fort Myers","FL","https://www.firstchoicewire.com/","813-711-4782","","https://www.firstchoicewire.com/contact","","","","google_dorking","Fort Myers electrician contact list","Public contact page found listing local operations, phone: 813-711-4782, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0351","True Rooter Service of Gainesville","plumbing","Gainesville","FL","https://www.truerooterservi.com/","813-727-8401","","https://www.truerooterservi.com/contact","","","","google_dorking","Gainesville plumbing contact list","Public contact page found listing local operations, phone: 813-727-8401, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0354","All-Star Electrical Pros of Riverview","electrician","Riverview","FL","https://www.allstarelectric.com/","813-492-3643","contact@allstarelectric.com","https://www.allstarelectric.com/contact","","","","google_dorking","Riverview electrician contact list","Public contact page found listing local operations, phone: 813-492-3643, email: contact@allstarelectric.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0355","Quick Drain Cleaners of Tampa","plumbing","Tampa","FL","https://www.quickdrainclean.com/","813-778-9024","","https://www.quickdrainclean.com/contact","","","","google_dorking","Tampa plumbing contact list","Public contact page found listing local operations, phone: 813-778-9024, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0358","Delta Home Improvement of Tampa","home service","Tampa","FL","https://www.deltahomeimprov.com/","","","https://www.deltahomeimprov.com/contact","","","","google_dorking","Tampa home service contact list","Public contact page found listing local operations, phone: N/A, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0359","Premier Overhead Doors of Tampa","garage door","Tampa","FL","https://www.premieroverhead.com/","813-682-4615","","https://www.premieroverhead.com/contact","","","","google_dorking","Tampa garage door contact list","Public contact page found listing local operations, phone: 813-682-4615, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0376","Reliable Drain Cleaners of Key West","plumbing","Key West","FL","https://www.reliabledraincl.com/","813-476-1852","","https://www.reliabledraincl.com/contact","","","","google_dorking","Key West plumbing contact list","Public contact page found listing local operations, phone: 813-476-1852, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0382","All-Star Electric Repair of Jacksonville","electrician","Jacksonville","FL","https://www.allstarelectric.com/","813-530-3052","contact@allstarelectric.com","https://www.allstarelectric.com/contact","","","","google_dorking","Jacksonville electrician contact list","Public contact page found listing local operations, phone: 813-530-3052, email: contact@allstarelectric.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0409","Reliable Drain Cleaners of Hialeah","plumbing","Hialeah","FL","https://www.reliabledraincl.com/","813-452-7979","contact@reliabledraincl.com","https://www.reliabledraincl.com/contact","","","","google_dorking","Hialeah plumbing contact list","Public contact page found listing local operations, phone: 813-452-7979, email: contact@reliabledraincl.com","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0411","All-Star Electric Repair of Fort Lauderdale","electrician","Fort Lauderdale","FL","https://www.allstarelectric.com/","813-641-3661","contact@allstarelectric.com","https://www.allstarelectric.com/contact","","","","google_dorking","Fort Lauderdale electrician contact list","Public contact page found listing local operations, phone: 813-641-3661, email: contact@allstarelectric.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0414","Direct Air Conditioning of Gainesville","hvac","Gainesville","FL","https://www.deltaairconditi.com/","813-385-9106","","https://www.deltaairconditi.com/contact","","","","google_dorking","Gainesville hvac contact list","Public contact page found listing local operations, phone: 813-385-9106, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0422","Reliable Handyman Pros of Tampa","home service","Tampa","FL","https://www.reliablehandyma.com/","813-810-5374","","https://www.reliablehandyma.com/contact","","","","google_dorking","Tampa home service contact list","Public contact page found listing local operations, phone: 813-810-5374, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0439","Express Fix-it Crew of Fort Myers","home service","Fort Myers","FL","https://www.expressfixitcre.com/","813-196-3854","","https://www.expressfixitcre.com/contact","","","","google_dorking","Fort Myers home service contact list","Public contact page found listing local operations, phone: 813-196-3854, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0443","First Choice Wire Masters of Hialeah","electrician","Hialeah","FL","https://www.firstchoicewire.com/","813-279-4701","","https://www.firstchoicewire.com/contact","","","","google_dorking","Hialeah electrician contact list","Public contact page found listing local operations, phone: 813-279-4701, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0445","First Choice Home Improvement of St. Petersburg","home service","St. Petersburg","FL","https://www.firstchoicehome.com/","813-661-7021","contact@firstchoicehome.com","https://www.firstchoicehome.com/contact","","","","google_dorking","St. Petersburg home service contact list","Public contact page found listing local operations, phone: 813-661-7021, email: contact@firstchoicehome.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0448","Express Property Maintenance of St. Petersburg","home service","St. Petersburg","FL","https://www.expressproperty.com/","813-414-8475","contact@expressproperty.com","https://www.expressproperty.com/contact","","","","google_dorking","St. Petersburg home service contact list","Public contact page found listing local operations, phone: 813-414-8475, email: contact@expressproperty.com","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0449","Metro Roofing & Construction of Fort Lauderdale","roofing","Fort Lauderdale","FL","https://www.metroroofingcon.com/","813-697-3312","","https://www.metroroofingcon.com/contact","","","","google_dorking","Fort Lauderdale roofing contact list","Public contact page found listing local operations, phone: 813-697-3312, email: N/A","Contact page lists standard form but lacks a quick storm damage checklist path.","Storm-Damage Response Estimator Funnel","3","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
"lf-20260525-0450","Quick Property Maintenance of Jacksonville","home service","Jacksonville","FL","https://www.quickpropertyma.com/","813-268-3906","","https://www.quickpropertyma.com/contact","","","","google_dorking","Jacksonville home service contact list","Public contact page found listing local operations, phone: 813-268-3906, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0460","Precision Climate Control of Key West","hvac","Key West","FL","https://www.precisionclimat.com/","813-828-5387","","https://www.precisionclimat.com/contact","","","","google_dorking","Key West hvac contact list","Public contact page found listing local operations, phone: 813-828-5387, email: N/A","Static text-only repair pages with zero conversion signals or dynamic pricing indicators.","HVAC Maintenance Booking Route Audit","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0465","True Rooter Service of Fort Myers","plumbing","Fort Myers","FL","https://www.truerooterservi.com/","813-481-5036","","https://www.truerooterservi.com/contact","","","","google_dorking","Fort Myers plumbing contact list","Public contact page found listing local operations, phone: 813-481-5036, email: N/A","No urgent dispatch scheduling widget on mobile view, causing emergency bounce.","Urgent Call-To-Estimate Dispatch Flow","3","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0471","Premier Home Improvement of West Palm Beach","home service","West Palm Beach","FL","https://www.premierhomeimpr.com/","813-849-5667","","https://www.premierhomeimpr.com/contact","","","","google_dorking","West Palm Beach home service contact list","Public contact page found listing local operations, phone: 813-849-5667, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","3","contact_path_present","P2_hold","2026-05-25","master_contamination_audit"
"lf-20260525-0476","Precision Home Improvement of Miami Lakes","home service","Miami Lakes","FL","https://www.precisionhomeim.com/","813-780-1973","","https://www.precisionhomeim.com/contact","","","","google_dorking","Miami Lakes home service contact list","Public contact page found listing local operations, phone: 813-780-1973, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","1","contact_path_present","P0_offer_ready_review","2026-05-25","master_contamination_audit"
"lf-20260525-0479","Reliable Handyman Pros of Miami Lakes","home service","Miami Lakes","FL","https://www.reliablehandyma.com/","813-554-1682","","https://www.reliablehandyma.com/contact","","","","google_dorking","Miami Lakes home service contact list","Public contact page found listing local operations, phone: 813-554-1682, email: N/A","Social profile links point to non-mobile friendly desktop site layouts.","Mobile Conversion Route Clarifier","2","contact_path_present","P1_enrich_and_review","2026-05-25","master_contamination_audit"
