"lead_id","business_name","niche","city","state","website","public_phone","public_email","validation_status","priority_tier","suspicion_flags"
"lf-20260525-0176","All-Star Electrical Pros of Key West","electrician","Key West","FL","https://www.allstarelectric.com/","813-157-2337","contact@allstarelectric.com","contact_path_present","P0_offer_ready_review","tampa_area_code_outside_tampa_cluster"
"lf-20260525-0192","Quick Drain Cleaners of Fort Lauderdale","plumbing","Fort Lauderdale","FL","https://www.quickdrainclean.com/","813-299-5996","contact@quickdrainclean.com","contact_path_present","P2_hold","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0197","Precision Home Improvement of Jacksonville","home service","Jacksonville","FL","https://www.precisionhomeim.com/","813-391-9276","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0204","First Choice Home Improvement of Hialeah","home service","Hialeah","FL","https://www.firstchoicehome.com/","813-876-8670","","contact_path_present","P0_offer_ready_review","tampa_area_code_outside_tampa_cluster"
"lf-20260525-0215","Choice Roofing of Miami","roofing","Miami","FL","https://www.choiceroofingof.com/","","contact@choiceroofingof.com","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve"
"lf-20260525-0226","United Roofing Systems of Miami","roofing","Miami","FL","https://www.unitedroofingsy.com/","813-659-2142","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0228","Premier Home Improvement of Miami Lakes","home service","Miami Lakes","FL","https://www.premierhomeimpr.com/","813-579-7347","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0246","Delta Air Conditioning of West Palm Beach","hvac","West Palm Beach","FL","https://www.deltaairconditi.com/","813-392-8031","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0252","Quick Property Maintenance of Hialeah","home service","Hialeah","FL","https://www.quickpropertyma.com/","813-649-7665","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0260","Delta Home Services of West Palm Beach","home service","West Palm Beach","FL","https://www.deltahomeservic.com/","813-677-5059","","contact_path_present","P3_low_quality_or_needs_source","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0270","Premier Overhead Doors of Orlando","garage door","Orlando","FL","https://www.premieroverhead.com/","813-405-8686","","contact_path_present","P0_offer_ready_review","tampa_area_code_outside_tampa_cluster"
"lf-20260525-0276","Delta Home Services of Key West","home service","Key West","FL","https://www.deltahomeservic.com/","813-872-9557","contact@deltahomeservic.com","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0279","Express Property Maintenance of Key West","home service","Key West","FL","https://www.expressproperty.com/","813-153-2141","","contact_path_present","P0_offer_ready_review","tampa_area_code_outside_tampa_cluster"
"lf-20260525-0283","Choice Roofing of Tallahassee","roofing","Tallahassee","FL","https://www.choiceroofingof.com/","813-603-6049","","contact_path_present","P1_enrich_and_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0285","First Choice Roofs of Key West","roofing","Key West","FL","https://www.firstchoiceroof.com/","813-889-9922","","contact_path_present","P1_enrich_and_review","tampa_area_code_outside_tampa_cluster"
"lf-20260525-0286","Precision Pest Solutions of Orlando","pest control","Orlando","FL","https://www.precisionpestso.com/","813-598-5862","contact@precisionpestso.com","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0314","United Handyman Pros of St. Petersburg","home service","St. Petersburg","FL","https://www.unitedhandymanp.com/","813-603-2329","","contact_path_present","P1_enrich_and_review","website_host_does_not_resolve"
"lf-20260525-0324","First Choice Wire Masters of Fort Myers","electrician","Fort Myers","FL","https://www.firstchoicewire.com/","813-711-4782","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0351","True Rooter Service of Gainesville","plumbing","Gainesville","FL","https://www.truerooterservi.com/","813-727-8401","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0355","Quick Drain Cleaners of Tampa","plumbing","Tampa","FL","https://www.quickdrainclean.com/","813-778-9024","","contact_path_present","P1_enrich_and_review","website_host_does_not_resolve"
"lf-20260525-0358","Delta Home Improvement of Tampa","home service","Tampa","FL","https://www.deltahomeimprov.com/","","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve"
"lf-20260525-0376","Reliable Drain Cleaners of Key West","plumbing","Key West","FL","https://www.reliabledraincl.com/","813-476-1852","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0382","All-Star Electric Repair of Jacksonville","electrician","Jacksonville","FL","https://www.allstarelectric.com/","813-530-3052","contact@allstarelectric.com","contact_path_present","P0_offer_ready_review","tampa_area_code_outside_tampa_cluster"
"lf-20260525-0409","Reliable Drain Cleaners of Hialeah","plumbing","Hialeah","FL","https://www.reliabledraincl.com/","813-452-7979","contact@reliabledraincl.com","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0411","All-Star Electric Repair of Fort Lauderdale","electrician","Fort Lauderdale","FL","https://www.allstarelectric.com/","813-641-3661","contact@allstarelectric.com","contact_path_present","P0_offer_ready_review","tampa_area_code_outside_tampa_cluster"
"lf-20260525-0414","Direct Air Conditioning of Gainesville","hvac","Gainesville","FL","https://www.deltaairconditi.com/","813-385-9106","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0422","Reliable Handyman Pros of Tampa","home service","Tampa","FL","https://www.reliablehandyma.com/","813-810-5374","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve"
"lf-20260525-0439","Express Fix-it Crew of Fort Myers","home service","Fort Myers","FL","https://www.expressfixitcre.com/","813-196-3854","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0443","First Choice Wire Masters of Hialeah","electrician","Hialeah","FL","https://www.firstchoicewire.com/","813-279-4701","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0449","Metro Roofing & Construction of Fort Lauderdale","roofing","Fort Lauderdale","FL","https://www.metroroofingcon.com/","813-697-3312","","contact_path_present","P1_enrich_and_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0450","Quick Property Maintenance of Jacksonville","home service","Jacksonville","FL","https://www.quickpropertyma.com/","813-268-3906","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0460","Precision Climate Control of Key West","hvac","Key West","FL","https://www.precisionclimat.com/","813-828-5387","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0465","True Rooter Service of Fort Myers","plumbing","Fort Myers","FL","https://www.truerooterservi.com/","813-481-5036","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0471","Premier Home Improvement of West Palm Beach","home service","West Palm Beach","FL","https://www.premierhomeimpr.com/","813-849-5667","","contact_path_present","P2_hold","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0476","Precision Home Improvement of Miami Lakes","home service","Miami Lakes","FL","https://www.precisionhomeim.com/","813-780-1973","","contact_path_present","P0_offer_ready_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0479","Reliable Handyman Pros of Miami Lakes","home service","Miami Lakes","FL","https://www.reliablehandyma.com/","813-554-1682","","contact_path_present","P1_enrich_and_review","website_host_does_not_resolve;tampa_area_code_outside_tampa_cluster"
"lf-20260525-0445","First Choice Home Improvement of St. Petersburg","home service","St. Petersburg","FL","https://www.firstchoicehome.com/","813-661-7021","contact@firstchoicehome.com","contact_path_present","P0_offer_ready_review","duplicate_website_multi_city:3"
"lf-20260525-0354","All-Star Electrical Pros of Riverview","electrician","Riverview","FL","https://www.allstarelectric.com/","813-492-3643","contact@allstarelectric.com","contact_path_present","P0_offer_ready_review","duplicate_website_multi_city:4"
"lf-20260525-0359","Premier Overhead Doors of Tampa","garage door","Tampa","FL","https://www.premieroverhead.com/","813-682-4615","","contact_path_present","P0_offer_ready_review","duplicate_website_multi_city:2"
"lf-20260525-0448","Express Property Maintenance of St. Petersburg","home service","St. Petersburg","FL","https://www.expressproperty.com/","813-414-8475","contact@expressproperty.com","contact_path_present","P2_hold","duplicate_website_multi_city:2"
