"lead_id","business_name","niche","city","state","website","public_phone","public_email","contact_url","owner_name","owner_title","owner_source","source_type","source_query","source_evidence","visible_gap","offer_angle","risk_score_1_5","validation_status","priority_tier","last_checked","triage_reason","lead_type","public_research_note","recommended_action","business_address","registration_source","registration_status","registration_notes"
"LFR-20260614-0011","Electrical Training Center","electrician","Houston","TX","https://www.houstonjatc.com/","+1-713-649-2739","staff@houstonjatc.com","https://www.houstonjatc.com/contact-us","","","","overpass_public_business_record","Houston TX electrician public business listing","Public business record listed a phone number. Public business record listed a website. Public website exposed email staff@houstonjatc.com. Website exposed a contact path at https://www.houstonjatc.com/contact-us. Website mentions estimate, quote, inspection, or scheduling language.","Multiple public phone mentions may split the primary conversion path instead of pushing one clean estimate flow.","Electrician primary-call routing cleanup","1","validated_public_business_source","P0_offer_ready_review","2026-06-14","missing_owner;missing_owner_source","electrician local service candidate in Houston, TX","electrician local service candidate in Houston, TX held for owner/contact enrichment. Public checks available in the collector row: Public business record listed a phone number. Public business record listed a website. Public website exposed email staff@houstonjatc.com. Website exposed a contact path at https://www.houstonjatc.com/contact-us. Website mentions estimate, quote, inspection, or scheduling language. Blockers: missing_owner;missing_owner_source. Do not guess missing owner, registration, or contact details.","monitor_or_move_on_until_stronger_public_evidence","","","",""
"LFR-20260614-0012","Kingwood AC Repair Pros","hvac","Houston","TX","https://acrepairkingwoodtexas.com/","+1-281-623-1871","","","","","","overpass_public_business_record","Houston TX hvac public business listing","Public business record listed a phone number. Public business record listed a website. Website did not return readable HTML during this run.","Website is live, but no obvious contact or estimate path was detected on the public page sweep.","Hvac contact-path cleanup","2","validated_public_business_source","P0_offer_ready_review","2026-06-14","missing_owner;missing_owner_source;missing_first_party_contact_path","hvac local service candidate in Houston, TX","hvac local service candidate in Houston, TX held for owner/contact enrichment. Public checks available in the collector row: Public business record listed a phone number. Public business record listed a website. Website did not return readable HTML during this run. Blockers: missing_owner;missing_owner_source;missing_first_party_contact_path. Do not guess missing owner, registration, or contact details.","monitor_or_move_on_until_stronger_public_evidence","","","",""
"LFR-20260614-0013","Superior HVAC","hvac","Houston","TX","https://www.superiorhvactexas.com","+1-281-288-7777","","https://connect.facebook.net/","","","","overpass_public_business_record","Houston TX hvac public business listing","Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://connect.facebook.net/.","Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.","Hvac lead-capture follow-up setup","2","validated_public_business_source","P0_offer_ready_review","2026-06-14","missing_owner;missing_owner_source","hvac local service candidate in Houston, TX","hvac local service candidate in Houston, TX held for owner/contact enrichment. Public checks available in the collector row: Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://connect.facebook.net/. Blockers: missing_owner;missing_owner_source. Do not guess missing owner, registration, or contact details.","monitor_or_move_on_until_stronger_public_evidence","","","",""
"LFR-20260614-0014","Cool Care Heating and Air Conditioning","hvac","Houston","TX","https://www.coolcareac.com/","+1-713-365-9614","","https://www.coolcareac.com/contact/send-message","","","","overpass_public_business_record","Houston TX hvac public business listing","Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://www.coolcareac.com/contact/send-message. Website mentions estimate, quote, inspection, or scheduling language.","Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.","Hvac lead-capture follow-up setup","2","validated_public_business_source","P0_offer_ready_review","2026-06-14","missing_owner;missing_owner_source","hvac local service candidate in Houston, TX","hvac local service candidate in Houston, TX held for owner/contact enrichment. Public checks available in the collector row: Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://www.coolcareac.com/contact/send-message. Website mentions estimate, quote, inspection, or scheduling language. Blockers: missing_owner;missing_owner_source. Do not guess missing owner, registration, or contact details.","monitor_or_move_on_until_stronger_public_evidence","","","",""
"LFR-20260614-0015","All Star Roofing","roofing","Austin","TX","https://www.allstarroofingtexas.com/","+1-512-477-7827","","https://allstarroofingtexas.com/contact-2","","","","overpass_public_business_record","Austin TX roofing public business listing","Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://allstarroofingtexas.com/contact-2. Website mentions estimate, quote, inspection, or scheduling language.","Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.","Roofing lead-capture follow-up setup","2","validated_public_business_source","P0_offer_ready_review","2026-06-14","missing_owner;missing_owner_source","roofing local service candidate in Austin, TX","roofing local service candidate in Austin, TX held for owner/contact enrichment. Public checks available in the collector row: Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://allstarroofingtexas.com/contact-2. Website mentions estimate, quote, inspection, or scheduling language. Blockers: missing_owner;missing_owner_source. Do not guess missing owner, registration, or contact details.","monitor_or_move_on_until_stronger_public_evidence","","","",""
"LFR-20260614-0016","JC Roof Construction LLC","roofing","Austin","TX","http://jcroofconstruction.com","+1-512-833-9353","","","","","","overpass_public_business_record","Austin TX roofing public business listing","Public business record listed a phone number. Public business record listed a website. Website did not return readable HTML during this run.","Website is live, but no obvious contact or estimate path was detected on the public page sweep.","Roofing contact-path cleanup","2","validated_public_business_source","P0_offer_ready_review","2026-06-14","missing_owner;missing_owner_source;missing_first_party_contact_path","roofing local service candidate in Austin, TX","roofing local service candidate in Austin, TX held for owner/contact enrichment. Public checks available in the collector row: Public business record listed a phone number. Public business record listed a website. Website did not return readable HTML during this run. Blockers: missing_owner;missing_owner_source;missing_first_party_contact_path. Do not guess missing owner, registration, or contact details.","monitor_or_move_on_until_stronger_public_evidence","","","",""
"LFR-20260614-0017","Kidd Roofing","roofing","Austin","TX","https://www.kiddroof.com/","+1-512-671-7791","","","","","","overpass_public_business_record","Austin TX roofing public business listing","Public business record listed a phone number. Public business record listed a website. Website mentions estimate, quote, inspection, or scheduling language.","Website is live, but no obvious contact or estimate path was detected on the public page sweep.","Roofing contact-path cleanup","2","validated_public_business_source","P0_offer_ready_review","2026-06-14","missing_owner;missing_owner_source;missing_first_party_contact_path","roofing local service candidate in Austin, TX","roofing local service candidate in Austin, TX held for owner/contact enrichment. Public checks available in the collector row: Public business record listed a phone number. Public business record listed a website. Website mentions estimate, quote, inspection, or scheduling language. Blockers: missing_owner;missing_owner_source;missing_first_party_contact_path. Do not guess missing owner, registration, or contact details.","monitor_or_move_on_until_stronger_public_evidence","","","",""
"LFR-20260614-0018","Beckett Electrical Services","electrician","Austin","TX","https://www.beckettelectrical.com/","+1-512-346-7462","shannon@beckettelectrical.com","https://beckettelectrical.com/contact/","","","","overpass_public_business_record","Austin TX electrician public business listing","Public business record listed a phone number. Public business record listed a website. Public website exposed email shannon@beckettelectrical.com. Website exposed a contact path at https://beckettelectrical.com/contact/. Website mentions estimate, quote, inspection, or scheduling language.","Multiple public phone mentions may split the primary conversion path instead of pushing one clean estimate flow.","Electrician primary-call routing cleanup","1","validated_public_business_source","P0_offer_ready_review","2026-06-14","missing_owner;missing_owner_source","electrician local service candidate in Austin, TX","electrician local service candidate in Austin, TX held for owner/contact enrichment. Public checks available in the collector row: Public business record listed a phone number. Public business record listed a website. Public website exposed email shannon@beckettelectrical.com. Website exposed a contact path at https://beckettelectrical.com/contact/. Website mentions estimate, quote, inspection, or scheduling language. Blockers: missing_owner;missing_owner_source. Do not guess missing owner, registration, or contact details.","monitor_or_move_on_until_stronger_public_evidence","","","",""
"LFR-20260614-0019","Smart Charge America","electrician","Austin","TX","https://smartchargeamerica.com/","+1-512-900-1858","","https://smartchargeamerica.com/install/home-electric-car-charging-station/quote/","","","","overpass_public_business_record","Austin TX electrician public business listing","Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://smartchargeamerica.com/install/home-electric-car-charging-station/quote/. Website mentions estimate, quote, inspection, or scheduling language.","Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.","Electrician lead-capture follow-up setup","2","validated_public_business_source","P0_offer_ready_review","2026-06-14","missing_owner;missing_owner_source","electrician local service candidate in Austin, TX","electrician local service candidate in Austin, TX held for owner/contact enrichment. Public checks available in the collector row: Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://smartchargeamerica.com/install/home-electric-car-charging-station/quote/. Website mentions estimate, quote, inspection, or scheduling language. Blockers: missing_owner;missing_owner_source. Do not guess missing owner, registration, or contact details.","monitor_or_move_on_until_stronger_public_evidence","","","",""
"LFR-20260614-0020","TruTec Electric","electrician","Austin","TX","https://trutecelectric.com/","+1-512-645-0679","","https://www.trutecelectric.com/contact-us/","","","","overpass_public_business_record","Austin TX electrician public business listing","Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://www.trutecelectric.com/contact-us/. Website mentions estimate, quote, inspection, or scheduling language.","Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.","Electrician lead-capture follow-up setup","2","validated_public_business_source","P0_offer_ready_review","2026-06-14","missing_owner;missing_owner_source","electrician local service candidate in Austin, TX","electrician local service candidate in Austin, TX held for owner/contact enrichment. Public checks available in the collector row: Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://www.trutecelectric.com/contact-us/. Website mentions estimate, quote, inspection, or scheduling language. Blockers: missing_owner;missing_owner_source. Do not guess missing owner, registration, or contact details.","monitor_or_move_on_until_stronger_public_evidence","","","",""
